name,location__city,location__neighborhood,LONG,LAT ,categories__001,categories__002,categories__003,bio__summary,bio__url,bio__birthdate,bio__deathdate,bio__yearsActiveStart,bio__yearsActiveEnd,youtube__clipExampleUrl
Nipsey Hussle,Los Angeles,Crenshaw,-118.345268,34.01083,rapper,,,"Ermias Asghedom (August 15, 1985 – March 31, 2019), better known by his stage name Nipsey Hussle (often stylized as Nipsey Hu$$le), is an American rapper from Crenshaw, Los Angeles, California. Hussle was murdered outside his store, Marathon Clothing, in South Los Angeles on March 31, 2019.",https://en.wikipedia.org/wiki/Nipsey_Hussle,1985-09-15T00:00:00.000Z,2019-03-31T00:00:00.000Z,2005,2019,https://www.youtube.com/embed/wuWJUd8nN4w
Sinya,Perpignan,Toulouges,2.831146,42.670169,rapper,,,Yassine Benhadji (born 5th august 1995) is a french rappeur of algerian descent who grew up in Perpignan.,https://genius.com/Sinyasound-rafale-2-dz-lyrics,1995-08-05T00:00:00.000Z,null,2017,null,https://www.youtube.com/embed/WkQveBSw_gI
Bejo,Santa Cruz de Tenerife,,-16.255821,28.466467,rapper,,,"Bejo is a spanish rapper from Santa Cruz de Tenerife, Canary Island.",http://versosperfectos.com/autores/bejo,null,null,2006,null,https://www.youtube.com/embed/xNFVRzHaQ28
Lonepsi,Paris,,2.320214,48.846466,rapper,singer,,"Lonepsi (born Lindo Gargiulo, 1994), is a French rapper/singer from Parius.",https://genius.com/artists/Lonepsi,null,null,2014,null,https://www.youtube.com/embed/2ncKiYkXsEY
Youssef Swatt's,Tournai,,3.34765,50.60876,rapper,,,Youssef Swatt's is a Belgian rapper from Tournai. ,,null,null,2015,null,https://www.youtube.com/embed/tdUibEgByrs
Bitsu,Toulouse,,1.459618,43.61112,rapper,,,Imrane Gielessen know as Bit$u is a french rapper from Toulouse. ,https://genius.com/artists/Bit-u,1999-06-25T00:00:00.000Z,null,2015,null,https://www.youtube.com/embed/ygpsbCvgEcA
Mister you,Paris,Belleville,2.38862,48.871907,rapper,,,"Younès Latifi (born 5 February 1984), better known by his stage name Mister You, is a French rapper from Belleville, Paris (19th).",https://fr.wikipedia.org/wiki/Mister_You,1984-02-05T00:00:00.000Z,null,2003,null,https://www.youtube.com/embed/3rM29CG28mY
Vin'S,Grenoble,,5.732298,45.170472,rapper,,,Vin'S is a french rapper from Grenoble. ,,null,null,2012,null,https://www.youtube.com/embed/R2xAA3w4720
Deen Burbigo,Toulon,,5.928624,43.138235,rapper,,,Deen Burbigo is a french rapper from Toulon. He is a member of the crew L'entourage. ,https://genius.com/artists/Deen-burbigo,null,null,2008,null,https://www.youtube.com/embed/tjrPKOMQDCo
Tortoz,Grenoble,,5.725842,45.176295,producer / dj,rapper,,"Tortoz is a french rapper, producer from Grenoble. ",https://www.hiphop-spirit.com/artiste/tortoz/1710,null,null,2015,null,https://www.youtube.com/watch?v=vlA3f_Ujg14
Portavoz,Santiago de Chile,Conchalí,-70.679302,-33.382835,rapper,,,"Andi Ferrer Millanao , better known as Portavoz , is an MC and musical producer from Conchalí, Santiago de Chile.",http://es.rap.wikia.com/wiki/Portavoz,null,null,2000,null,https://www.youtube.com/embed/m1uuBEXvv0I
Sam's,Bordeaux,,-0.572409,44.82514,producer / dj,rapper,,"Moussa Mansaly know has Sam's is a french rapper, actor, producer from Bordeaux.",https://fr.wikipedia.org/wiki/Moussa_Mansaly,1983-11-09T00:00:00.000Z,null,2000,null,https://www.youtube.com/watch?v=m1dt_h3N2JM
7liwa,Casablanca,,-7.611599,33.580666,rapper,,,7Liwa is a moroccan rapper from Casablanca.,https://genius.com/artists/7liwa,null,null,2011,null,https://www.youtube.com/embed/0l-oxCyV-4Y
Odezenne,Bordeaux,,-0.603308,44.842913,rapper,,,"Odezenne is a French music group from the city of Bordeaux in southwestern France. Their sound has been characterised as being notably eclectic. The group consists of Alix, Jacques, and Mattia who were childhood friends.",https://en.wikipedia.org/wiki/Odezenne,null,null,2005,null,https://www.youtube.com/embed/F43u9xbiAzs
Fresh Caen Camps,Caen,,-0.370975,49.180726,group,,,"Fresh Caen Camps is a underground french band from Caen. The group is composed by Bogdan, HVJ, Joseph I, Hit La Mallette & DJ Paraplogik.",https://www.freshcaencamps.com/,null,null,2006,null,https://www.youtube.com/embed/c4CK8SIltcM
Elams,Marseille ,,5.384598,43.322863,rapper,,,Elams is a french rapper from Marseille. He gained some notoriety with a song cliped inside a prison.,,null,null,2016,null,https://www.youtube.com/embed/Ud2FJuUuuNE
Fayçal,Bordeaux,,-0.660833,45.123558,rapper,,,Fayçal is a french rapper from Bordeaux.,https://genius.com/artists/Faycal,null,null,2001,null,https://www.youtube.com/embed/18IwYqXg6v8
Ol Kainry,Évry,Courcouronnes,2.414986,48.62302,rapper,,,"Freddy Kpadé know has Ol Kainry, is a french rapper from Courcouronnes, Essonne.",https://fr.wikipedia.org/wiki/Ol_Kainry,null,null,1996,null,https://www.youtube.com/embed/Xv6F-fALtNw
Bigflo & Oli,Toulouse,,1.431123,43.615345,group,,,"Bigflo & Oli is a French hip-hop duo from Toulouse. The duo is composed of two brothers, Florian ""Bigflo"" Ordonez and Olivio ""Oli"" Ordonez.",https://en.wikipedia.org/wiki/Bigflo_%26_Oli,null,null,2009,null,https://www.youtube.com/embed/BdFY2GjQncE
Turk,New Orleans,Magnolia Street,-90.09561,29.938541,rapper,,,"Tab Virgil, Jr. (born February 8, 1981) better known by his stage name Turk (sometimes ""Young Turk"" or ""Lil Turk""), is an American rapper from New Orleans, Louisiana. He is best known for his time with Cash Money Records and with the Hot Boys.",https://en.wikipedia.org/wiki/Turk_%28rapper%29,1981-02-08T00:00:00.000Z,null,1996,null,https://www.youtube.com/embed/8YygZIdk1L4
Lucio Bukowski,Lyon,,4.831418,45.769508,rapper,,,"Ludovic Villard (better know has Lucio Bukowski) is a French rapper from Lyon, member of the crew L'animalerie. ",https://genius.com/artists/Lucio-bukowski,null,null,2007,null,https://www.youtube.com/embed/zsWiNkt9fIw
Loyle Carner ,London,South Croydon,-0.098422,51.354824,rapper,,,"Benjamin Gerard Coyle-Larner, better known by the stage name Loyle Carner, is an English hip hop musician and actor from South Croydon, London.",https://en.wikipedia.org/wiki/Loyle_Carner,null,null,2012,null,https://www.youtube.com/embed/GSkqM5Cd8zw
Chilla,Gex,,6.060867,46.333132,rapper,,,Chilla is a french rapper from Gex. ,http://ninkimag.fr/chilla-la-rappeuse-qui-a-commence-par-le-chant/,null,null,2013,null,https://www.youtube.com/embed/oFw0kYdqj8g
Tommy Cash,Tallinn,,24.713158,59.422738,rapper,,,"Tommy Cash is a Estonian rapper from Tallinn. He gain notoriety with a strong visual style, inspired by USSR, rap and cinema. ",https://fr.m.wikipedia.org/wiki/Tommy_Cash_(rappeur),null,null,2015,null,https://www.youtube.com/embed/3OGMrZKIjKU
Columbine,Rennes,,-1.669917,48.110966,group,,,"Columbine is a rap band from Rennes, composed of 8 members ( Chaman, Chaps, Foda C, Lujipeka, Sacha, KCIV, Sully, Yro  and Lorenzo (aka Larry Garcia).",https://www.facebook.com/ColumbineVGMS/,null,null,2014,null,https://www.youtube.com/embed/xol8-sqbNqA
Radmo,Besançon,Planoise,5.967567,47.221512,rapper,,,Radmo is a french rapper from Besançon. He has worked in collaboration with Dela (producer of the rap group Butter Bullet from Besançon).,,null,null,2012,null,https://www.youtube.com/embed/Ea_94Y_IIr4
Black Kray ,Richmond ,,-77.444799,37.53993,rapper,,,"Black Kray also know has Sickboyrari is an american rapper from Richmond , Virginia. He is the founder of Goth Money Records.\r\n",https://gvccikray.bandcamp.com/album/700-dagreez,null,null,2001,null,https://www.youtube.com/embed/n-BUPb1kDyc
Iceberg Black ,Brooklyn,Crown Heights,-73.943575,40.670641,producer / dj,rapper,,"Iceberg black is an american rapper & producer from Crown Heights Brooklyn, New York. ",https://www.facebook.com/pg/tesfathetwin/about/?ref=page_internal,null,null,2014,null,https://www.youtube.com/embed/Y7OPDDWWSPg
Morlockk Dilemma,Leipzig,Grünau,12.29356,51.319083,producer / dj,rapper,,"Morlockk Dilemma (born September 11, 1981 ) is a German MC and producer from Leipzig.",https://de.wikipedia.org/wiki/Morlockk_Dilemma,1981-09-11T00:00:00.000Z,null,2001,null,https://www.youtube.com/embed/kQBQI2wRww4
Swagg man,Paris,,2.301179,48.871828,rapper,,,Rayan Sanches or Rayan Rockfeller also has Swagg Man is a french rapper from Paris.,https://en.wikipedia.org/wiki/Swagg_Man,1988-12-23T00:00:00.000Z,null,2008,null,https://www.youtube.com/embed/BCSym0u8vEQ
Fabolous,Brooklyn,Bedford-Stuyvesant,-73.924337,40.680588,rapper,,,"John David Jackson (born November 18, 1977), better known by his stage name Fabolous, is an American hip hop recording artist from  Bedford-Stuyvesant, Brooklyn, New York City.",https://en.wikipedia.org/wiki/Fabolous,1977-11-18T00:00:00.000Z,null,2000,null,https://www.youtube.com/embed/XE9IDVVXUYs
Bisso na Bisso,Paris,,2.336719,48.907246,group,,,"Bisso Na Bisso (Lingala: Between Us) is a music collective of rappers and singers with origins from Congo Brazzaville formed in 1999. The group consisting of Ben-J (from Les Neg'Marrons), Lino and Calbo (from the group Ärsenik), Doc and G Kill (from 2Bal), Mystik and the only female M'Passi.",https://en.wikipedia.org/wiki/Bisso_Na_Bisso,null,null,1999,null,https://www.youtube.com/embed/My9gIUymw3c
Davodka,Paris,18th arrondissemen,2.339418,48.893315,rapper,,,Davodka is a french rapper from Paris (18th arrondissemen). He is a member of the crew Mentalités Sons Dangereux.,,null,null,2003,null,https://www.youtube.com/embed/1yrhEin-Z1Q
La Clinique,Paris,,2.363829,48.892194,group,,,"La Clinique is a French hiphop group originally created by Doc Gynéco and joined by Doom Décadent, Space L'Anesthésiste, Les Sales Gosses, Papillon, Charlie Waits and Psychologue.",https://fr.wikipedia.org/wiki/La_Clinique,null,null,1995,2004,https://www.youtube.com/watch?v=pk9T9f71e0k
Dinos Punchlinovic,Seine-Saint-Denis,La Courneuve,2.397335,48.931401,rapper,,,"Dinos Punchlinovic is a French rapper from La Courneuve, Seine-Saint-Denis.",,null,null,2012,null,https://www.youtube.com/embed/8l5yhh0m1HA
Gaël Faye,Yvelines,,1.983584,48.843966,rapper,singer,,"Gaël Faye is a French rapper and singer of Burundian origin from the Yvelines, France. ",https://fr.wikipedia.org/wiki/Ga%C3%ABl_Faye,null,null,2008,null,https://www.youtube.com/embed/2CT2p4adHXA
La Smala﻿,Bruxelles,,4.322222,50.817108,group,,,"La Smala is a Belgian rap group from Bruxelles formed by Seyté, Rizla, Senamo, Shawn-H and F.L.O.",https://fr.wikipedia.org/wiki/La_Smala_(groupe),null,null,2007,null,https://www.youtube.com/embed/4BTMg_-P14I
Jeanjass,Charleroi,,4.443352,50.40959,producer / dj,rapper,,"JeanJass (also know has Jassim) is a Belgian rapper and beatmaker from Charleroi. He is a member of the group Exodarap, and better know for is collaboration with the Belgian rapper Caballero.",https://fr.wikipedia.org/wiki/JeanJass,1988-05-10T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/8Ri-sT8DVeg
Ledé Markson,Liège,,5.567071,50.641616,rapper,,,Ledé Markson is a Belgian rapper from Liege. ,,null,null,2016,null,https://www.youtube.com/embed/XrBGBGxCc5M
Silkk the Shocker,New Orleans,Calliope Projects,-90.093223,29.951165,rapper,,,"Vyshonne King Miller (June 18, 1976) known by his stage name Silkk The Shocker, is an American rapper and actor. He is the brother of Master P (No Limit Records founder).",https://en.wikipedia.org/wiki/Silkk_the_Shocker,1976-06-18T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/3r1VKq2wzjE
B.G.,New Orleans,13th Ward,-90.10663,29.936885,rapper,,,"Christopher Dorsey (born September 3, 1980) better known by his stage name B.G. (short for ""Baby Gangsta"" or ""B. Gizzle""), is an American rapper and hip hop recording artist from New Orleans, Louisiana.",https://en.wikipedia.org/wiki/B.G._(rapper),1980-09-03T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/WUKuIhuV6ew
Mia X,New Orleans,7th Ward,-90.065521,29.976238,rapper,,,"Mia Young (born January 9, 1970), better known by her stage name Mia X, is an American rapper, singer-songwriter and actress. She was the first female emcee to get a contract on No Limit Records. ",https://en.wikipedia.org/wiki/Mia_X,1970-01-09T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/lDLFnVIrBp8
TRU,New Orleans,,-90.096329,29.952886,group,,,"TRU (The Real Untouchables) was an American hip hop group from New Orleans, active from 1989 to 2005. The group originally consisted of rappers on the New Orleans label, No Limit Records. The members are brothers Master P, C-Murder, and Silkk the Shocker.",https://en.wikipedia.org/wiki/TRU_(band),null,null,1989,2005,https://www.youtube.com/embed/JWC7llMbK98
Fiend,New Orleans,,-90.065164,29.983738,rapper,,,"Richard ""Ricky"" Jones (born May 13, 1976), better known by his stage names Fiend or International Jones, is an American rapper and producer best known for his time spent on No Limit Records.",https://en.wikipedia.org/wiki/Fiend_(rapper),1976-05-13T00:00:00.000Z,null,1994,null,https://www.youtube.com/embed/jx45uY2Vl24
Mike Will Made It,Marietta,,-84.521117,33.939509,producer / dj,,,"Michael Len Williams II (born March 23, 1989), known professionally as Mike Will Made It or simply Mike Will, is an American record producer. He is best known for producing trap beats for several Southern hip hop artists.",https://en.wikipedia.org/wiki/Mike_Will_Made_It,1989-06-23T00:00:00.000Z,null,2005,null,https://www.youtube.com/embed/I2yb4Et7u1U
Pato Pooh,Stockolm,,18.083121,59.332562,rapper,,,Pato Pooh is a swedish rapper from Stockolm. ,,null,null,2002,null,https://www.youtube.com/embed/Plhgyp0KNQQ
Charisma.com,Kanagawa,,139.617799,35.502375,group,,,Charisma.com (カリスマドットコム?) is a Japanese electro/rap group that formed in 2011. Featuring MC Itsuka and DJ Gonchi.,https://en.wikipedia.org/wiki/Charisma.com,null,null,2011,null,https://www.youtube.com/embed/ffH_Mp74xh4
Da Guedes,Porto Alegre,,-51.219484,-30.042245,group,,,"Da Guedes is a Brazilian rap group, formed in the city of Porto Alegre in 1993. The group is formed by Baze, Nitro Di and DJ Deeley.",,null,null,1993,null,https://www.youtube.com/embed/OvhkvDyY8eU
Noizy,London,Woolwich,0.068954,51.490012,rapper,singer,,"Rigels Bashkim Rajku (born September 27, 1986) known by his stage name Noizy or Zini Zin, is an Albanian singer, rapper and actor from Woolwich, London.",https://en.wikipedia.org/wiki/Noizy,1986-09-27T00:00:00.000Z,null,2004,null,https://www.youtube.com/embed/LsA1jJTNfnE
J.I.D.,East Atlanta,,-84.338887,33.736491,rapper,,,J.I.D. is a american rapper from Atlanta. He is a member of the Spillage Village crew.,,null,null,2014,null,https://www.youtube.com/embed/6eFcSesrP6A
Z-Ro,Houston,South Park,-95.336695,29.683343,rapper,,,"Joseph Wayne McVey IV (born January 19, 1977), better known by his stage names Z-Ro and The Mo City Don, is an American rapper from South Park, Houston Texas. ",https://en.wikipedia.org/wiki/Z-Ro,1977-01-19T00:00:00.000Z,null,1994,null,https://www.youtube.com/embed/huykW1Gud2Y
K-Rino,Houston,South Park,-95.325668,29.663437,rapper,,,"Eric Kaiser (born 9 September 1970), better known by his stage name K-Rino, is an American rapper and record producer from Houston, Texas. He is the founder of the South Park Coalition.",http://hip-hop-music.wikia.com/wiki/K-Rino,1970-09-09T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/_1RuDSr0EWU
Yellow Claw,Amsterdam,,4.882136,52.364643,group,,,"Yellow Claw is a DJ and record production duo from Amsterdam, Netherlands. The group consists of Jim Aasgier (Jim Taihuttu) and Nizzle (Nils Rondhuis).",https://en.wikipedia.org/wiki/Yellow_Claw_(DJs),null,null,2010,null,https://www.youtube.com/embed/eCb9iH6xmQ8
The Opposites,Amsterdam,,4.901242,52.374221,group,,,"The Opposites are a Dutch rap group, consisting of rappers Willem de Bruijn (Willy) and Twan van Steenhoven (Big2).",https://en.wikipedia.org/wiki/The_Opposites,null,null,2004,null,https://www.youtube.com/embed/qTkRehr3iGI
Sole,Portland,,-122.649736,45.548719,rapper,,,"James Timothy ""Tim"" Holland Jr. (born September 25, 1977), better known by his stage name Sole, is an American underground hip hop artist from Portland, Maine. ",https://en.wikipedia.org/wiki/Sole_(hip_hop_artist),1977-09-25T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/cv1okXCsYDA
Busdriver,Los Angeles,,-118.309867,33.997818,producer / dj,rapper,,"Regan John Farquhar (born February 12, 1978), better known by his stage name Busdriver, is a rapper and producer from Los Angeles, California.",https://en.wikipedia.org/wiki/Busdriver,1978-02-12T00:00:00.000Z,null,1999,null,https://www.youtube.com/embed/1a0Y-CRx4nE
M.I.A.,Mitcham,Phipps Bridge Estate,-0.182573,51.405969,rapper,singer,,"Mathangi ""Maya"" Arulpragasam (born 18 July 1975), better known by her stage name M.I.A., is an English-Tamil rapper, singer-songwriter, record producer.",https://en.wikipedia.org/wiki/M.I.A._(rapper),1975-07-18T00:00:00.000Z,null,2000,null,https://www.youtube.com/embed/2uYs0gJD-LE
D double E,East London,Newham,0.026393,51.542832,rapper,,,"Double E (born Darren Dixon in London, England) also known as D Double, is a British MC who hails from Newham, East London. ",https://en.wikipedia.org/wiki/D_Double_E,null,null,2003,null,https://www.youtube.com/embed/RM1MC9cMHIs
Newham Generals,London,Forest Gate,0.025349,51.545613,group,,,"Newham Generals are an English grime duo from East London, currently consisting of MCs D Double E and Footsie.",https://en.wikipedia.org/wiki/Newham_Generals,null,null,2004,null,https://www.youtube.com/embed/EZ0RZq70Y1o
Jawat!,Zwolle,,6.094215,52.512067,rapper,,,Raoul Geerman know has Jawat! is a Netherland rapper from Zwolle.,https://nl.wikipedia.org/wiki/Jawat!,null,null,2004,2010,https://www.youtube.com/embed/UmPmV8BPtO0
Themselves,Oakland,,-122.212206,37.794463,group,,,"Themselves is an hip hop duo based in Oakland, California. It consists of rapper Doseone and producer Jel. ",https://en.wikipedia.org/wiki/Themselves,null,null,1997,null,https://www.youtube.com/embed/GijL3bhhpPs
Aesop Rock,Long Island,Northport,-73.340404,40.879038,producer / dj,rapper,,"Ian Matthias Bavitz (born June 5, 1976), better known by his stage name Aesop Rock, is an American hip hop recording artist and producer from Northport, Long Island.",https://en.wikipedia.org/wiki/Aesop_Rock,1976-06-05T00:00:00.000Z,null,1996,null,https://www.youtube.com/embed/ZEBGCOCxLgA
