Lyrics,Count
"Meet""",1
alleviate,1
swamp,1
(need,1
quesh,1
o's,1
[x7],1
whatsoever,1
trippin;,1
Jumpstreet,1
"Collins,",1
(Uh!),1
empire,1
II,1
"quotin,",1
providin,1
gatin',1
kung-fu,1
see-O,1
(Scenario),1
"moan,",1
accurate,1
Tripped,1
comb-overs,1
mastermind,1
blip?,1
"sweep,",1
Darling,1
butterflies,1
dept,1
"cash?""",1
persona,1
scarin',1
"cycle,",1
M.L.,1
kilo,1
"staring,",1
"runaway,",1
double-double-double,1
Spots,1
'how,1
Pimpn',1
"messenger,",1
climbing,1
Parker,1
hm..it,1
Frost,1
[repeat:,1
"S-N,",1
Almighty,1
Will.he.be,1
"Wait!""",1
"jock,",1
Reres,1
rumour,1
clot,1
"signs,",1
Ol',1
ride.,1
chain's,1
(hmm),1
dio,1
"Alisha,",1
Certified,1
lavender,1
D-E-V,1
[Girls,1
cluckers,1
Hopin,1
nar',1
"flow,and",1
whitney,1
Squadians,1
instincts,1
wreckin,1
disassemble,1
"skate,",1
over.,1
Creole,1
Demographics,1
[Scratched],1
Shabadoo,1
men'll,1
goals,1
A-are,1
tinkling,1
"catastrophic,",1
Polos,1
Lopez,1
east-side,1
"hangin',",1
facin,1
hitmen,1
toaten,1
duet,1
courts,1
"ate,",1
"Suicidal,",1
you(I,1
"fizzi,",1
tata,1
"Thirteen,",1
Vick,1
"watching,",1
Pickups,1
Currency,1
Scorpios,1
cranium,1
estuviera,1
'ole,1
(here),1
"mastermind,",1
it},1
kids-,1
over-compensatin',1
Pizzle!,1
humping,1
(Nate):,1
twitter,1
"video?""",1
coughin',1
fictitious,1
(see,1
"middleman,",1
Heater,1
"lioness,",1
"Hate,",1
"matter,",1
ribbon,1
Jack?,1
"congratulations,",1
Soldierz,1
commit,1
"n*ggers,",1
música,1
dulos,1
"(ah,",1
[Angie],1
scratchin,1
Laters,1
help],1
Trenitty,1
"bonafide,",1
"artillery,",1
Swallow,1
Wrote,1
Rhymes,1
Fifty-K,1
"Power,",1
living),1
betweens,1
"Opry,",1
"86,",1
"Down""",1
pliz-ane,1
Jim,1
recover,1
daydreaming,1
[Lloyd,1
whas',1
Cra,1
Burger,1
Girlfriend's,1
grizind,1
G.R.,1
"-ism,",1
hella',1
"chronical,",1
tequila,1
benz's,1
girly,1
"Pooh,",1
preference,1
shaker,1
(oh-whoa),1
(every,1
hm,1
(feelings,1
Caddy-stones,1
slits,1
sickenin',1
"Water,",1
chicky-check-check-it,1
gasoline,1
copping,1
Pound!,1
"cous',",1
dizzy-in',1
"Sellin',",1
experts,1
non-optimistics,1
posse,1
"crunk,",1
praisin',1
A'ight,1
Be-ii-ee-ii-itch!,1
Penitentiary,1
[David,1
pensez,1
"""pick",1
tombed,1
"Smacker,",1
Twelve,1
(Phone,1
"jackin',",1
God?),1
rocka,1
murk,1
stress),1
"Santa""",1
Baby's,1
have?,1
lego,1
freddy,1
"Bella,",1
Tragically,1
"riff,",1
yawn,1
"""We'll",1
Tuckin,1
"adventure,",1
"""Mirror",1
4-star,1
"Beatles,",1
cake's,1
hitten,1
pimpin'?,1
"skateboard,",1
Lisa's,1
French-lace,1
calma,1
"hysterical,",1
mambo,1
e'rybody,1
Holly,1
"Run,",1
"representin',",1
Francisca,1
episodes,1
Surviving,1
(Georgia,1
"soopafly,",1
twist),1
"space,",1
C.P.T.,1
lyin'!,1
toners,1
Wound,1
"dyke,",1
어디,1
soaring,1
intention's,1
"then""",1
Cheating,1
Distinctive,1
fires,1
"Gangsta's,",1
crsytal,1
Sosa,1
.tre-8,1
"reality,",1
pistol?),1
bomb?,1
prejudge,1
Kel,1
dawgz),1
hurt's,1
Joker's,1
"predator,",1
Havin,1
x12],1
Jibba-jabba,1
conniseur,1
"mercy,",1
MAN),1
Whisper,1
followers,1
"{""I",1
A.K.A.,1
slaps),1
runaway,1
Rockets,1
"statements,",1
Lying,1
Tom-my,1
metaphor,1
"bub,",1
tremble,1
pissey,1
r.i.p,1
"blackout,",1
Mischeavius,1
Sneakin',1
reside,1
pluck,1
rasta!,1
Guerrilla,1
normal,1
"unseen,",1
porch,1
E-40],1
"Reaper,",1
"uncle,",1
robe),1
Cheif,1
feature,1
(MJG,1
E-V-E!,1
"suspect?""",1
"Uzis,",1
"Then,",1
Paso,1
Voice:],1
sumo,1
(Faith,1
peephole,1
target,1
Pari',1
fascinating,1
buffin',1
Lennon,1
Achmed,1
Hugz,1
feces,1
"grey,",1
birdie,1
meaningful,1
rep',1
coal,1
are-T-see,1
dropout,1
robin?,1
ABC,1
rondez-vous,1
Pimpin'),1
foodstamp,1
Brim,1
cush,1
looniest,1
theyselves,1
D-O-double-Gizze,1
(Rider,1
Bible,1
HAHA!!,1
Patch,1
Get'cha,1
"lettuce,",1
"group,",1
Breads,1
"touchin',",1
fishy,1
IN,1
sure...,1
Knockouts,1
lighter.,1
"Rolls,",1
cryptocash,1
stash?,1
pernas,1
"Range,",1
"Rappin',",1
"nowadays,",1
Fronted,1
Pot's,1
"shoulder,",1
HGC,1
melts,1
"thanks,",1
"Queen,",1
spress,1
(??),1
Patrón,1
street-ies,1
Bull's,1
"turning,",1
"Pyramid,",1
"NINO,",1
Thurr',1
anythin',1
"opportunity,",1
suited,1
"goin'?""",1
"reunion,",1
(son,1
Plumber,1
luxuriously,1
(forcin'),1
"ex-rated,",1
Some'n,1
"Woodstock,",1
"DPG's,",1
"wifey,",1
guessed,1
Lava,1
bamboo,1
wife!,1
Hollerin',1
Louboutin,1
"haan,",1
tenderoni,1
po-po,1
Snooper,1
cyco-lic-no,1
serviette,1
Inductin',1
coozie,1
scripture,1
(Huh?),1
[Eddie,1
Chopper,1
Treartin',1
ya'),1
mick,1
bozo,1
"(Compton,",1
"band,",1
"hmm),",1
"c'mere,",1
Rudolph,1
well.,1
senoritas,1
eruption),1
[Cam'Ron],1
revolver,1
Yoo,1
75%,1
"livin,",1
Seaking,1
again?),1
evading,1
"King""",1
"(G),",1
Keneva,1
lend,1
chron',1
DOGG],1
'flantly',1
Waitin,1
let?s,1
Larkin,1
expectin,1
"hatter,",1
holla!,1
Billa,1
"Comics,",1
publicly,1
F-I,1
Liked,1
pride?,1
re-groupie,1
Tae,1
"ohhhhhhh,",1
commin',1
"project,",1
"Vicky,",1
Unity,1
"ohhhhhh,",1
"Wow""",1
"remote,",1
purists,1
(?Cause,1
D'zy,1
Crocusacks,1
OGG,1
"1992,",1
mothaf*ckin,1
Mystica,1
"0,",1
"Scat,",1
current,1
Californ-I-A;,1
snappin',1
"Dimes,",1
"Brazil,",1
"D-O-A,",1
rap?,1
Twelve-hundred,1
calculate,1
nourished,1
Defeating,1
"fullest,it",1
hater:,1
tea-cup,1
obstacle,1
understandin',1
told?,1
O-G,1
Public,1
Mitch,1
"Grand,",1
"sag,",1
Fozo's,1
(-ta,1
"boy""",1
percision,1
greats,1
lays,1
(soldier,1
gross,1
'7-trey,1
오늘의,1
Blazed,1
L0Dog,1
slow-mo,1
"doggystyle,",1
[Outro,1
"footage,",1
"station,",1
Slammed,1
niggas.,1
"""Break",1
defected,1
peopa,1
Lickin',1
situations?,1
insight,1
mothaf*ckas,1
badge,1
Wack,1
neuced,1
visitors,1
he-a,1
hidin,1
"I-N-D-E-P-E-N-D-E-N-T,",1
"if,",1
duffel,1
"champs,",1
"""Go",1
"F,",1
"joked,",1
"S-N-OO-P,",1
I;m,1
editorial,1
bird;,1
"donors,",1
"Nizzle,",1
intended,1
"Rippin',",1
f*ckn',1
game'll,1
applicant,1
"tokin',",1
ping,1
charging,1
Given,1
"belated,",1
teamwork,1
handcuffs,1
"Kick,",1
GAME,1
"unwind,",1
chop-chop,1
"don't's,",1
fakers,1
(alley),1
"VIP'ing,",1
curved,1
"(Niggas),",1
"(Ugh,",1
Gabana,1
fiendish,1
Kyptonite,1
Racia,1
(Cassidy,1
I'm..,1
restaurant,1
"Tyra,",1
Niki,1
Personal,1
"aftermath,",1
blabbermouths,1
Jizzle!,1
winter),1
spirit's,1
itinerary,1
Blunkey,1
die(die,1
"Kaya,",1
swimmin',1
Fleetwoods,1
"file,",1
"strappin',",1
Why'know,1
Bogey,1
Swangin',1
"shittin',",1
sativa,1
We's,1
"Assume,",1
13,1
wouldnt,1
Wallabies,1
"anger,",1
soooo,1
"Burg,",1
footballs,1
rocking',1
quittin',1
Dopeman,1
"(Ooooh,",1
Troubles,1
climbin,1
"write,",1
balls?,1
reflect,1
"Manico,",1
Theres,1
"drugged,",1
somebody),1
Perform,1
B-Cat),1
"sunshine,",1
"basic,",1
Starts,1
per,1
frenzy,1
essence,1
"profilin',",1
parents',1
"relatives,",1
(Dip,1
Wassup?,1
Eiffel,1
conciouses,1
nince,1
find?,1
"casting,",1
whoopty,1
Pue-Puerto,1
Cozmos,1
intermingled,1
superstars!,1
'09,1
Parks,1
Blessed,1
"connects,",1
ringin',1
Maybach-er,1
flow),1
(nate,1
seater?,1
"awful,",1
ribs,1
dinkins,1
(NAH),1
Figueroa,1
"mil,",1
levellin,1
perpitratior,1
(Thank,1
preaches,1
come?,1
Hexlaw,1
angels,1
"kinfolks,",1
good-bye,1
"Ow,",1
(bet,1
winked,1
streets..,1
"rugs(?),",1
Right!,1
dozen—one,1
"""Step-dad,",1
"traveling,",1
"Muthaf*cka,",1
sushi,1
fet's,1
gangsters!,1
Olympics,1
panoramic,1
statue,1
hawkin',1
but's,1
sunroof,1
top},1
ho...,1
apperatics,1
holmes,1
wole,1
Rambo,1
mama!,1
eat?,1
O'Neal,1
121st,1
"""Touch",1
nursed,1
politicin',1
Fight,1
"Saints,",1
Three],1
Tripping,1
obsession,1
"undisputed,",1
"dot,",1
end],1
rampage,1
recipe?,1
"Centerpiece,",1
titties.,1
Cristi',1
M-O-be-be,1
"crazy),",1
ascend,1
"Ma-ah-an,",1
Californicated,1
workout,1
"jazz,",1
Stina,1
Trippa,1
withdrawal,1
"cradle,",1
"recess,",1
ballplayers,1
"""Next!""",1
88,1
loop-loop,1
"expense,",1
Comin?,1
"ketchup,",1
genocide,1
(Guh-ohh),1
"rugs,",1
"submarine,",1
do'!,1
"as,",1
"cells,",1
"mayor,",1
"telly,",1
(Though),1
limpin',1
Boxer,1
"ditch,",1
Soopafly!,1
Mediocre,1
pump-pump,1
marna,1
some'll,1
penny,1
"Lakewood,",1
"Representing,",1
Mayre,1
Kibbles-N-Bits,1
thuggin,1
Scott,1
"mackin',",1
dicso,1
"channel,",1
oh-in,1
app,1
"society,",1
83',1
dolphin,1
homework,1
Mixin,1
sadder,1
"riddler,",1
Girl's,1
(Word!),1
payphone,1
Crodusack,1
mum,1
eastsider,1
Dopestick,1
Hunny,1
s'pposed,1
"""Jamie's""",1
Jack;,1
moot,1
"PC,",1
Devoe,1
(Tha,1
Lit,1
(flipped,1
Hood!),1
V],1
doobie,1
Gas,1
truth),1
"B-A-D,",1
(Does,1
students,1
"reclined,",1
Movement),1
"gain,",1
strippin,1
neutered;,1
production.,1
Believin',1
Pedigree,1
"Gol-die,",1
rafters,1
Tripled,1
Waco,1
Rollies,1
loafs,1
phrase,1
80s,1
"complete,",1
tag?,1
listened,1
diggity,1
'Lil,1
+Jeru+,1
"motivation,",1
"fasted,",1
Roy,1
"flaunted,",1
JD),1
Pointed,1
landin',1
[Jayo,1
Claiming,1
overlooking,1
Globally,1
"Buckle,",1
P-I-,1
"babe,",1
punishing,1
Problems,1
Robin's,1
Cali?,1
C..,1
Chay,1
playoffs,1
baller.,1
"relationship,",1
(Home),1
bring),1
teb,1
ma$e,1
"beefs,",1
commercials,1
"jacking,",1
hourglass,1
Tyson's,1
addictive?,1
suppressed,1
moves),1
"loud!""",1
headlights,1
quintessential,1
suing,1
healthy,1
Faulk,1
perped,1
destined,1
bubbling,1
"oui""",1
strong?,1
teasing;,1
Dorado's,1
"library,",1
Six-fo'-five,1
"Recollect,",1
Sum,1
Whitney,1
"Lakesha,",1
"Ey,",1
"Dunc,",1
"Longbeach,",1
Gentlemen,1
god's,1
Spacey,1
merry-go-round,1
"""agank""",1
Caucasians,1
bake-cake,1
hace',1
"GOD,",1
snoops,1
"(Uh-oh,",1
"on""",1
"returned,",1
motivation,1
catastrophys,1
glisten,1
Steven,1
Marley],1
prolly',1
muével,1
"reason,",1
dopefiends,1
Worse,1
niggarino,1
scholars,1
Suburb,1
나는,1
please!),1
(ka-boom!),1
told),1
sayin..,1
krack,1
(should,1
"zippers,",1
Ruckas,1
(f*ck),1
thieves,1
fizz,1
tea?,1
em!),1
Bstin',1
gills,1
"cop!""",1
silence,1
levitation,1
stampede,1
side.,1
champaigne,1
(three),1
"Scotia,",1
satisfaction,1
metro,1
disguises,1
heny,1
"situated,",1
"wildin',",1
spade,1
vehicle,1
"philosophy,",1
Lector,1
Bouncer,1
premonition,1
"Hatter,",1
"Cassidy,",1
veux,1
PJs,1
tress,1
"Factual,",1
Shhhh),1
heffer,1
"beginning,",1
devil's,1
tight...Like,1
"worldwide,",1
sprain,1
thousand),1
Dogging,1
pringle,1
listen),1
Spending,1
get-down,1
hog's,1
raking,1
Colion,1
Mitzvah,1
"y'all""",1
"sewage,",1
(shhhh),1
tizzel,1
"buddies,",1
(Airtouched),1
"Illustrated,",1
Hov'!,1
Kennedy,1
have-nots,1
relativez,1
unsatisfied,1
yaknah'msayin',1
"H,",1
"production,",1
"Cease,",1
"fight,",1
"Clowns,",1
L-I-M-I-T,1
Khalil,1
dick?,1
ya'll.,1
competitive,1
changed.,1
"underrated,",1
roam?,1
zeroes,1
mellow,1
fuse,1
90s,1
way.,1
bodied,1
"means,",1
caboose,1
"guy!""",1
It.,1
Growing,1
Dan,1
E-S-in,1
clucks,1
cul,1
(attention),1
bubber,1
"click,damn",1
"""Hello!",1
"[NLS]-""This",1
Rhymes),1
"[Incomprehensible],",1
Sunkist,1
creaky,1
martinis,1
"host,",1
"tacky,",1
cangrinaje!,1
game...for,1
frozen,1
"bezel,",1
"lieutenant,",1
cluckin',1
[Repeat],1
moaning,1
Amputating,1
Cake',1
stopin',1
(cause,1
chat,1
lopes,1
Seth,1
"veins,",1
plaque's,1
Q's,1
Hip-hop,1
Ocean,1
Upstate,1
"LJ,",1
"brownies,",1
edable,1
no's,1
millionaire),1
"wish,",1
subversive,1
Getcha,1
"homes,",1
"trigger,",1
attracted,1
rips,1
yissear,1
"gabeesh,",1
equal,1
tows,1
"""Doggy",1
Realize,1
Mystery,1
me...,1
"game),",1
"O-Ozuna,",1
"Gifts,",1
Skeeted,1
"horsemen,",1
"Hennessy,",1
dwell,1
"Nothing,",1
"manage,",1
WEST!),1
suckin,1
listem,1
"four-hopping,",1
Feelings,1
grammar,1
ale,1
Hey},1
Emena...,1
shooker:,1
"clips,",1
Why?),1
"arrested,",1
ish,1
re-write,1
realistic,1
bats,1
V.I.p.,1
"Red,",1
woes,1
incartinated,1
"stripe,",1
"dadi,",1
5'6,1
besta',1
[Boy]:Yah,1
therefore,1
overtiming,1
effects,1
two-stepping,1
Liar,1
Fade],1
(supply,1
Critically,1
Cronkite,1
Buckin',1
Wavin',1
Chop-Chop,1
Succi,1
chakra,1
industrial,1
Wooooo,1
Booker,1
prancin',1
"Fetti,",1
Kurupt),1
deduct,1
Ele-vate,1
juggle,1
Nate).,1
S.C,1
nugs,1
whas,1
"bionic,",1
"Wheneva',",1
disturbing,1
"Clark,",1
approved,1
sleet,1
Hollarin',1
A.K.,1
puppet,1
dimmed,1
asians,1
Honesty,1
kaboom!,1
clicken,1
productshizzle,1
kushups,1
c'te,1
waits,1
"""Mmmm",1
"sliders,",1
(hello?),1
hitcha,1
mpin',1
motorcycle,1
hittin?,1
something.,1
Dogg:,1
Kenwood,1
patio,1
dizzogg,1
"agree,",1
"afros,",1
sagg,1
brrrat!,1
readear,1
nada,1
"rags,",1
ansy,1
seekin',1
snowcones.,1
contemplate,1
migraines,1
Blowin,1
"flashin,",1
beama',1
"'94,",1
vindictive,1
Ahh!,1
one-room,1
ebonics,1
D.P,1
crying),1
(choppin',1
boning,1
got'cha,1
Local,1
Tears,1
pioneered,1
pastels,1
Fillin’,1
spat,1
"Aside,",1
next..(What,1
O-O-D,1
(UHH),1
Hey!!!,1
"parkay,",1
Scottie,1
(bumping,1
protectin',1
(SNOOP!),1
gals,1
"""Da-da-da-da-da-da-da-da-da-da",1
strollers,1
tizime,1
"continental,",1
she?),1
blocked,1
Address,1
Zip,1
smokey,1
punished,1
projects.,1
"hutton,",1
pound),1
Affordable,1
"faint,",1
on??,1
"cactus,",1
Tooting,1
"Suburban,",1
"d,",1
goody-good,1
see'mere,1
supplyin',1
"Reppin',",1
uhmm,1
mustard,1
"slipped,",1
(boo-hoo),1
B.A.P,1
tigger,1
roles,1
fedz,1
Meet.,1
afterlife,1
"create,",1
RBX,1
"bails,",1
Sportin',1
Noock,1
Sanging,1
appreciates,1
Gov,1
rapper.,1
Cheryl,1
Struck,1
"Out-Rage-ous,",1
sportable,1
attackin',1
G-why,1
"sassy,",1
daddies,1
throttle,1
wooo!,1
impressed,1
OK-C,1
Flames,1
state's,1
expired,1
Bimmer,1
stealer,1
hoes(house),1
nigga;,1
"shocked,",1
case-by-case,1
"can't,""",1
gown,1
weeper's,1
Tumbling,1
Two-one,1
loopholes),1
Honda's,1
gizzame,1
"1997,",1
Central!,1
"drunks,",1
thee,1
produced,1
Diggidy,1
Valens,1
morta,1
grades,1
lhama,1
amongst,1
hayyyY!,1
countin,1
"actor,",1
huge,1
arrived,1
"random,",1
(playa),1
absent,1
Biel,1
"""Lil",1
grip),1
"yae,",1
Offerin,1
couching,1
"bassment,",1
hustles,1
Dogg/(C,1
jury's,1
"2000,",1
tooked,1
"Monifah,",1
Reverend,1
(soul),1
"Nicole,",1
"Wagoners,",1
blazin',1
D-O-double-jizzle,1
"sense,",1
"Jadakiss,",1
bronze,1
clinging,1
crazy-ass,1
wea-pon,1
"momma?""",1
dominating,1
losa',1
"uno,",1
wodie!,1
wody,1
rear-view,1
"V-I-P,",1
[4x],1
Six-Four,1
Severs,1
"strength,",1
"flirt,",1
copied,1
[Hershey,1
"cheating,",1
Arsenal,1
"petuated,",1
Perfect,1
cartoons,1
Mindy,1
"Dance,",1
walkin’,1
Ouick,1
BEE-YACH!!!!,1
"habit,",1
pipes,1
BI,1
bumps,1
Pre-school,1
'cuz?,1
Narcotic,1
[crowd,1
a',1
"Alize,",1
LIG,1
fest,1
grillin',1
"'head,",1
"Gaithen's,",1
affiliates,1
Leather,1
Credit,1
inserts,1
treatment,1
reminiscin',1
bleeka,1
Lousiana,1
"drugs,dope",1
"Lambo',",1
Coke?),1
locker,1
"Steaming,",1
else?),1
Wilson)],1
battlecat,1
Mexico,1
badluck,1
Idaho,1
rare,1
potholes,1
ants,1
dandy,1
tinkled,1
kidnap,1
JC,1
Picked,1
Hot.,1
"symphin',",1
"fired,",1
dis'?,1
fruit,1
"lit,",1
{??},1
(San,1
"berries,",1
"home-run,",1
dycker,1
"""it's",1
Coach,1
see-murder,1
"bodega,",1
"P-O-U-N-D,",1
"mayo,",1
"fools"",",1
madder,1
"lust,",1
"witness,",1
Stupid,1
internal,1
think?,1
"Trump,",1
cocking,1
motherf*ckers),1
chronicles,1
suicidal,1
"AKs,",1
ticks,1
Snow,1
"dan,",1
upfront,1
grabs,1
CP,1
bi-i-i-i-i,1
(night!),1
waitin’,1
Perped,1
"pumpin,",1
prison?,1
hard.,1
(Ah!,1
wipped,1
vine,1
"load,",1
kid),1
breeza,1
nightas,1
"you?""",1
residents,1
"dismissible,",1
Black's,1
boz,1
?cause,1
(field),1
brotherhood,1
bust-a-bust,1
glitters,1
"Saturday,",1
"tags,",1
"shoe,",1
speedin',1
somehow;,1
D-R,1
"experience,",1
A-B-C-D-P-G-C,1
poobahs,1
"lunch,",1
"W-I-N,",1
Offers,1
"sleeves,",1
mic?,1
12.3,1
Elroy,1
cheque,1
"pimp-motion,",1
Checkin',1
"indeed,",1
excess,1
dared,1
cleaner,1
"Russians,",1
Lakeshore,1
"ooh-wee,",1
"marinate,",1
uh...it's,1
two),1
debut,1
patrolling,1
"skills,",1
"richest,",1
"naughty,",1
"knowledge,",1
Rock-a-bye,1
(doggystyle),1
Acuras,1
"""supercrip",1
"nephew""",1
trust!,1
Amityville,1
T-R-U,1
speculation,1
Extended,1
repertoire,1
"Dam,",1
"campus,",1
was),1
Relicts,1
(Stuck,1
ex-lover,1
"counseling,",1
friz-ost,1
"Preachin,",1
BITCH!!,1
Alive,1
"Doc""",1
"mics,",1
menace,1
f'in,1
"leotard,",1
cork,1
KLC,1
"Coke?""",1
Tattoos,1
Biggity,1
fort,1
sober.,1
"paws,",1
stabbing,1
whateva',1
that...y'knahmsayin?,1
diminish,1
Fetty,1
beezurd',1
Penetentury,1
(owwww!),1
overseer,1
audio,1
now's,1
Sock,1
"crop,",1
funkin',1
"titties,",1
"(uhh,",1
"Alamita,",1
mouthful,1
JR,1
"bonafied,",1
(Optimos),1
Evans)],1
Strolling,1
Bonafide,1
(mission),1
2-1-3.,1
Knocking,1
"super-power,",1
W-E-T,1
sess,1
a-way...,1
"aim,",1
soft?,1
(Gangstas,1
stealthy,1
"dick""",1
Smokin'd,1
prowler,1
"Kansas,",1
vie,1
hungout,1
"T-shirts,",1
Antoine,1
Murder)],1
Swing...,1
BF,1
Peace...,1
"gi-din,",1
Racing,1
"real),",1
"An,",1
Cuddled,1
Yesterday,1
"in,get",1
Serv,1
beeatch!,1
"suicidal,",1
"fail,oh",1
shane,1
Daylight,1
(cold,1
gooy,1
holla',1
Punishing,1
Guru],1
stack(jealous,1
Emcee,1
language,1
Mash,1
"rated,",1
"raise,",1
lunatics,1
damaged,1
endure,1
"hanging,",1
"Heh,",1
Madonna,1
believed,1
"Trippin,",1
it??,1
Diluted,1
T-pain,1
"twist,",1
case),1
Heated,1
q-ball,1
loser,1
ni'a,1
cleans,1
"ga,",1
"black-red,",1
connectin',1
itching,1
"dogghouse,",1
slob,1
swimmin,1
troubling,1
D-O-double-Gizzee,1
dix],1
chequeando),1
delphia,1
Thumbing,1
re,1
Triple-X,1
490,1
def,1
"Systematically,",1
Cadallacin',1
review,1
Period,1
"Righteous,",1
"sounds,",1
wavin',1
'What's,1
Fellin,1
check),1
for'?),1
"thurr,",1
t.I,1
wiz-ave,1
Durwood,1
goofy,1
"(homie),",1
"cane,",1
challenge?,1
blown..,1
fearing,1
june,1
Coolest,1
"grease,",1
confinement,1
RBX],1
5,1
"dealers,",1
(Ah),1
"Barstow,",1
sonando),1
"NOLA,",1
dumps,1
(Poor,1
ice),1
s-n,1
Damn!),1
dinners,1
"j,",1
(name),1
¿Quién,1
victom's,1
S-G-V,1
"Nigeria,",1
"Al-always,",1
maniac,1
"Deadly,",1
NOO,1
morning!,1
gentleman&,1
(Intro,1
girl!),1
crackaling,1
guarding,1
[Put,1
"justizin',",1
"penitentiaries,",1
ALL,1
deniro,1
tupper-ware,1
Relativez],1
swifta,1
Dancin,1
hee,1
"pizza,",1
bafoon,1
Parliament,1
Satan's,1
"250's,",1
"""Bones"")]",1
"ha""",1
"lying!""",1
"sucker,",1
Silence,1
villa,1
Martinez:),1
"Haan,",1
hit;,1
verse?,1
strengths?,1
me-push,1
"s,",1
background):,1
geniuz,1
Where'd,1
blow-up-ya-whistle,1
sags,1
"thoughts,",1
"nall,",1
trees...burnin,1
sunlight,1
Anitta,1
stunning,1
battin',1
chaperones,1
anythin,1
Sendin',1
matter',1
hammers,1
swelled,1
wenty-two,1
"2""",1
goo,1
"Hova,",1
"ruff,",1
oil,1
"JT,",1
cha-cha,1
tourist,1
toi,1
violently,1
finessing,1
extravaganza,1
scatter,1
cozy,1
admire,1
"quotin',",1
"210,",1
"tycoon,",1
sap,1
strugglin,1
Kathmandu,1
"Education,",1
face-off,1
wit!,1
arch,1
"(Simon),",1
Wodie,1
nun,1
"Spray,",1
hectik,1
Michael?,1
marley,1
doo-doo,1
liasse,1
"profile,",1
straight.,1
"insanity,",1
"Aquaman,",1
"Sharitha,",1
Jimmy's,1
"candles,",1
wiped,1
thrones,1
co-workers,1
go-o-o-o-ooo!!!),1
"conclusion,",1
clover,1
blossoms,1
"Dalesa,",1
P),1
T-Bo!,1
"explicit,",1
one-nine,1
salam,1
renewed,1
"Vi,",1
steed,1
polar,1
Scheme,1
fifty-four,1
bangin'?,1
stu',1
d-o-g's,1
stacies,1
"Lesson,",1
"mingle,",1
G-yeah!,1
"aww,",1
skwusha,1
representative,1
dismiss,1
"draws,",1
LMFAO,1
sinara,1
"(ya,ya,hey)",1
"(nah,",1
cent;,1
Em,1
"minded,",1
processor,1
[Till,1
(Jeah),1
Dogg?!,1
(or,1
"Longevity,",1
sane?,1
cycle,1
Scared,1
"""Cheer",1
"75,",1
(Tupac),1
j'fais,1
Alright!,1
"mobbin',",1
"Ciroc,",1
Mami's,1
"act,",1
(Mo',1
ding-a-ling,1
"please""",1
"bustin,",1
ignites,1
darts,1
Mooch,1
estaba,1
Shippin',1
BDs,1
Inappropriate,1
"(uh-uh,",1
"that!""",1
"Rino,",1
36,1
percent.,1
collectin',1
nuggets,1
sensational,1
"suit?""",1
(will,1
grabic,1
argued,1
Cube'll,1
youngsta,1
wallets,1
better!,1
hadn't,1
valet,1
Benzo,1
Banner],1
"Risk,",1
retirement,1
Bore,1
Geeky,1
"iced,",1
"A-humph,",1
"QB,",1
(Pero,1
Morpheus,1
endeavor,1
madame,1
"leaf,",1
lot?,1
[echoes],1
maskata,1
Assault,1
Neville,1
"fence,",1
"him""",1
G'ed,1
"""who",1
(beeoitch),1
Soloquium,1
"ordinary,",1
Lees,1
Vatican,1
D.R.,1
sailin,1
(Couple,1
what.,1
Hispanics,1
(make),1
"lightskinned-ed,",1
"Commitments,",1
choice),1
undefeated,1
"""God",1
"Serv,",1
"preachers,",1
briefs,1
(Bitches),1
sofa,1
herion,1
"able,",1
"suckin,",1
scarin,1
Goro,1
snoopadellic,1
potential,1
traitors,1
eastside.,1
tying,1
After-mathematics,1
Rollin?,1
aisle,1
dodgin,1
pussy.,1
Thuggish,1
zipping,1
"Eazy,",1
kood,1
(who's,1
"intentions,",1
"oop,",1
bag),1
Bryant,1
prostitute,1
(player,1
Unidos!,1
toolbox,1
feast),1
(busta,1
Caution,1
husslin,1
(stick,1
FOR,1
(Faggot),1
(yaa),1
"core,",1
MTV,1
"Jordan,",1
society,1
saditty,1
Index,1
"2.0,",1
dick-up,1
"(I,",1
0.357,1
"fishin,",1
champions,1
binds?),1
"magnum,",1
4th,1
cerials,1
knob,1
pirates,1
(Live,1
sped,1
Cappinella,1
