artist,song,lyrics
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, but life goes on
___How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, but life goes on
___
___Yeah n*gga, I got the word it's hell
___You blew trial and the judge gave you 25 with an L
___Time to prepare to do fed time, won't see parole
___Imagine life as a convict that's gettin' old
___Plus with the drama, we're lookin' out for your baby's mama
___Takin' risks, while keepin' cheap tricks from gettin' on her
___Life in the hood is all good for nobody
___Remember gamin' on dumb hotties at yo' party
___Me and you, no truer two, while schemin' on hits
___And gettin' tricks that maybe we can slide into
___But now you buried, rest, n*gga, 'cause I ain't worried
___Eyes blurry, sayin' goodbye at the cemetery
___Though memories fade
___I got your name tatted on my arm
___So we both ball 'til my dyin' days
___Before I say goodbye
___Kato and Mental, rest in peace! Thug 'til I die!
___
___How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, and life goes on
___How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, 'cause life goes on
___
___Bury me smilin' with G's in my pocket
___Have a party at my funeral, let every rapper rock it
___Let the hoes that I used to know
___From way befo' kiss me from my head to my toe
___Give me a paper and a pen, so I can write about my life of sin
___A couple bottles of gin, in case I don't get in
___Tell all my people I'm a ridah
___Nobody cries when we die, we Outlawz, let me ride
___Until I get free
___I live my life in the fast lane, got police chasin' me
___To my n*ggas from old blocks, from old crews
___n*ggas that guided me through back in the old school
___Pour out some liquor, have a toast for the homies
___See, we both gotta die, but you chose to go before me
___And brothers miss you while you gone
___You left your n*gga on his own, how long we mourn? Life goes on
___
___How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, but life goes on
___How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, but life goes on
___
___How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, 'cause life goes on
___How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, 'cause life goes on
___
___How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, 'cause life goes on"

Tupac+Shakur,No More Pain,"Hey DeVante
___n*gga, don'tcha know we're gonna sow up every bitch in the country
___Me and you, up in the same motherf*ckin' room
___On the same level
___This shit here
___Please, no more pain
___That's right n*gga
___Hey drop that shit boy
___
___My adversaries cry like hoes fully eradicate my foes
___My lyrics explode on contact, gamin' you hoes
___Who else but Mama's only son, f*ck the phony n*ggas I'm the one
___Say my name, watch bitches come, now fire
___When ready, stay watchin' our figure, increase speed
___Make you motherf*ckers bleed from your mouth quicker
___Plus all these n*ggas that you run with
___Be on some dumb shit
___Trickin' on hoes, I ain't the one bitch
___Holla my name and witness game official, it's so sick
___Have every single bitch that came witchu, on my dick
___Plus this alcohol increases the chance to be deceased
___I'm movin you stupid bitches, vicious telekenesis
___Am I reachin' your brain? n*gga how can I explain?
___How vicious this Thug motherf*cker came
___When I die, I want to be a living legend, say my name
___Affiliated with this motherf*ckin' game, with no more pain
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___Line up my adversaries, blast on sight, and f*ck your boyfriend
___Bitch, I want some ass tonight, you know my steelo
___Alize and Cristal, weed
___Sure you heard of all the the freaky shit they say about me, huh
___Plus all you busters is jealous, pull your gun out and blast
___I dare you n*ggas to open fire, I'll murder that ass
___And disappear before the cops come runnin'
___My Glock's spittin' rounds
___n*ggas fallin' down clutchin' they stomach
___It's Westside, Death Row, Thug n*ggas on the rise
___Busters shot me five times, real n*ggas don't die
___Can ya hear me? Laced with this game, I know you fear me
___Spit the secret to war, so cowards fear me
___My only fear of death is reincarnation
___Heart of a solider with a brain to teach your whole nation
___And feelin' no more pain
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___Bury me that's what they all say
___It's time to make a killin' sure to make a million with DeVante
___Bitch I know you want me, what your mouth say?
___Now, watch your eyes
___You don't wanna get with me, that's a lie
___I got my hands on your hips, no time to bullshit
___Freaky bitch, come give me kiss
___Tell them n*ggas from other areas, brothers from here
___So obsessed with this money makin' it ain't nothin' we fear
___Now they label me a troublemaker, 'cause I'm a ridah
___Death to you playa haters, don't let me find ya
___Mama made me rugged, Baptize the public
___Now you all thugs, n*gga don't you love it
___It's similar to multiple gunshots, retaliation is a must
___Wasn't too sure what you facin' so watch the guns bust
___You n*ggas'll bleed, f*ckin with me you'll be deceased
___Never restin' in peace n*gga, with no more pain
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___I came to bring the pain, hardcore to the brain
___Let's go inside my astral plane (no more pain)
___
___Say Thug life baby
___(Hardcore from the brain)
___Death Row
___So what you motherf*ckers do?
___Hey that's DeVante droppin that beat like that biatch
___In case you wonderin'
___Hey jealous n*ggas
___See y'all n*ggas
___Motherf*ckin' n*ggas are shit
___Hey
___
___Westside!
___Death to everybody that ain't down with me
___That's on, feel me?
___Oh yeah, to the cowards, you know what I mean
___Just feel that
___Thug Life
___Shit don't stop
___Well you're full beside you've had Downs Syndrome, motherf*ckers
___Weak ass n*ggaz, skanless cunts, f*ckin C.E.O.s
___Put your mouth on this pistol n*gga
___Put your mouth on the pistol!
___Yeah n*gga no more pain
___Prison ain't changed me n*gga, it made me worse
___Feel me n*gga
___No more pain
___Hey DeVante I'm givin these motherf*ckers choices
___n*ggas can roll with us, or they can be rolled under us
___That's on you n*gga, what you wanna do?
___Last year we was lettin these n*ggas kick up dust
___This year you motherf*ckers gonna be dust
___Thug Life n*gga Westside!"

Tupac+Shakur,Only God Can Judge Mew/ Rappin' 4-Tay,"Only God can judge me (that right?)
___Only God, baby (can judge me now)
